Batch_ID,Product,Manufacturing_Line,Batch_Date,Year,Operator_Team,Temperature_C,Humidity_Percent,Mixing_Speed_RPM,Mixing_Time_Minutes,Production_Time_Hours,API_Assay_Percent,pH,Viscosity_cP,Dissolution_30min_Percent,Yield_Percent,Batch_Status,Failure_Flag,Deviation_Flag,Deviation_Rate_Flag,Deviation_Type,Deviation_Severity
B001518,AED,Line 1,09-Jul-2025,2025,Team B,21.48,42.87,338.00,38.50,8.02,99.15,6.89,114.20,90.21,92.20,Pass,0,No,0,None,None
B002082,Antidepressant,Line 2,13-May-2024,2024,Team C,21.02,42.86,336.00,44.90,8.05,99.03,6.95,124.70,88.19,92.20,Pass,0,No,0,None,None
B002251,GLP-1 Agonist,Line 2,22-Aug-2025,2025,Team D,20.71,37.53,305.00,45.80,7.94,98.62,6.94,154.90,85.12,92.20,Pass,0,No,0,None,None
B000345,AED,Line 2,07-Aug-2025,2025,Team C,21.03,43.27,340.00,44.40,6.76,,6.92,115.20,89.20,92.19,Pass,0,No,0,None,None
B001010,GLP-1 Agonist,Line 2,21-Jul-2025,2025,Team D,20.57,55.13,286.00,53.80,6.63,99.25,7.09,133.90,88.31,92.19,Pass,0,No,0,None,None
B001927,GLP-1 Agonist,Line 1,16-Sep-2024,2024,Team B,21.89,42.10,309.00,43.00,7.27,98.83,7.12,142.10,86.38,92.19,Pass,0,No,0,None,None
B000152,AED,Line 2,18-Dec-2025,2025,Team C,21.75,46.62,296.00,49.40,8.67,,6.87,155.10,83.41,92.18,Pass,0,No,0,None,None
B002871,COX-2 Inhibitor,Line 2,09-Dec-2024,2024,Team B,21.73,45.25,360.00,37.90,7.08,99.20,6.90,112.80,86.66,96.55,Pass,0,No,0,None,None
B001676,AED,Line 1,21-Mar-2024,2024,Team C,22.03,47.52,311.00,40.40,6.85,98.33,7.14,135.70,86.10,92.18,Pass,0,No,0,None,None
B001914,GLP-1 Agonist,Line 3,27-Nov-2025,2025,Team B,22.25,35.09,320.00,41.60,8.64,99.37,6.85,135.40,89.18,92.18,Pass,0,No,0,None,None
B002516,AED,Line 3,01-May-2024,2024,Team D,22.15,39.08,324.00,36.50,7.34,98.51,6.86,119.10,88.42,92.18,Pass,0,No,0,None,None
B001312,AED,Line 3,12-Dec-2025,2025,Team B,21.03,33.32,334.00,56.30,8.27,99.03,6.68,135.20,85.90,92.17,Pass,0,No,0,None,None
B001435,Antidepressant,Line 2,29-Apr-2024,2024,Team B,21.75,48.52,310.00,36.30,7.30,98.89,,115.70,88.16,92.17,Pass,0,No,0,None,None
B001941,Antidepressant,Line 3,11-Aug-2024,2024,Team C,20.43,42.43,338.00,40.90,6.28,99.65,6.90,116.00,86.58,92.17,Failed,1,No,0,None,None
B001964,Antidepressant,Line 1,07-May-2024,2024,Team D,21.06,48.25,328.00,49.10,7.78,99.15,6.85,124.90,88.48,92.17,Pass,0,No,0,None,None
B002511,GLP-1 Agonist,Line 1,04-Oct-2025,2025,Team C,22.10,35.52,357.00,39.90,7.01,99.07,6.88,144.50,86.95,92.17,Pass,0,No,0,None,None
B002613,GLP-1 Agonist,Line 1,28-Jul-2025,2025,Team A,21.41,33.93,294.00,42.80,6.61,99.19,6.97,45.00,88.51,92.17,Pass,0,No,0,None,None
B002743,Antidepressant,Line 3,01-May-2024,2024,Team A,23.00,48.66,336.00,35.40,7.23,98.82,6.96,123.70,87.13,92.17,Pass,0,No,0,None,None
B001977,GLP-1 Agonist,Line 2,02-Aug-2024,2024,Team A,21.76,42.47,283.00,44.10,7.12,98.56,7.06,125.30,88.96,92.16,Pass,0,Yes,1,Material,Minor
B002523,GLP-1 Agonist,Line 2,11-Jan-2024,2024,Team B,21.02,41.75,305.00,52.10,7.76,99.06,7.10,156.00,81.78,92.16,Pass,0,No,0,None,None
B000660,GLP-1 Agonist,Line 1,15-May-2024,2024,Team A,20.84,33.64,277.00,47.10,7.40,,6.75,142.40,,92.15,Pass,0,No,0,None,None
B001227,GLP-1 Agonist,Line 2,01-May-2024,2024,Team A,21.64,40.20,296.00,40.10,7.89,98.66,,137.20,85.77,92.15,Pass,0,No,0,None,None
B000070,GLP-1 Agonist,Line 2,31-Aug-2024,2024,Team D,20.61,41.03,297.00,46.50,8.01,99.08,6.87,130.00,86.99,92.14,Pass,0,No,0,None,None
B000273,Antidepressant,Line 2,25-May-2025,2025,Team B,22.32,47.94,304.00,31.60,7.23,98.91,6.95,126.60,92.08,92.13,Pass,0,No,0,None,None
B002543,GLP-1 Agonist,Line 2,15-Jul-2024,2024,Team C,22.17,39.65,312.00,52.70,8.73,99.01,7.08,149.70,85.47,92.13,Pass,0,No,0,None,None
B000062,GLP-1 Agonist,Line 2,22-Mar-2024,2024,Team B,21.85,36.60,314.00,54.90,8.40,99.35,6.95,142.70,82.93,92.12,Pass,0,No,0,None,None
B000107,GLP-1 Agonist,Line 1,07-Apr-2025,2025,Team D,22.17,37.49,306.00,49.10,7.41,98.77,7.12,141.40,86.76,92.12,Pass,0,No,0,None,None
B000599,AED,Line 3,09-Mar-2024,2024,Team B,22.09,52.97,315.00,50.10,7.61,98.84,7.15,136.60,81.81,92.12,Pass,0,No,0,None,None
B000603,AED,Line 2,13-Apr-2025,2025,Team D,20.65,40.14,331.00,54.50,7.74,98.84,6.75,123.70,90.09,92.12,Pass,0,No,0,None,None
B000863,AED,Line 3,23-Feb-2024,2024,Team C,22.35,42.56,331.00,42.60,6.92,99.38,6.71,137.50,86.00,92.12,Pass,0,No,0,None,None
B001222,Antidepressant,Line 1,04-Aug-2024,2024,Team C,21.86,43.50,312.00,59.10,6.57,99.01,6.76,126.30,81.69,92.12,Pass,0,No,0,None,None
B001272,GLP-1 Agonist,Line 2,02-Nov-2024,2024,Team B,20.90,43.41,315.00,36.90,7.25,98.82,7.02,123.90,88.08,92.12,Pass,0,No,0,None,None
B001769,Antidepressant,Line 1,10-Mar-2025,2025,Team C,22.14,32.15,303.00,33.70,6.64,,6.49,113.20,88.66,92.12,Pass,0,No,0,None,None
B002099,Antidepressant,Line 3,24-Jun-2025,2025,Team B,21.49,46.35,327.00,50.70,7.20,99.10,6.79,139.20,86.96,92.12,Pass,0,No,0,None,None
B002154,AED,Line 1,17-Jan-2024,2024,Team A,22.06,38.37,340.00,43.10,6.63,98.48,7.06,149.80,85.79,92.12,Pass,0,No,0,None,None
B000514,GLP-1 Agonist,Line 3,29-Mar-2024,2024,Team C,21.45,48.03,310.00,47.70,7.95,98.55,7.08,148.80,85.89,92.11,Pass,0,No,0,None,None
B001028,GLP-1 Agonist,Line 2,21-Sep-2024,2024,Team D,21.49,36.73,302.00,48.20,8.01,98.75,7.27,136.50,85.35,92.11,Pass,0,No,0,None,None
B000025,COX-2 Inhibitor,Line 1,13-Aug-2024,2024,Team D,23.82,43.97,352.00,32.20,5.92,99.24,6.52,97.10,87.35,96.56,Pass,0,No,0,None,None
B002879,GLP-1 Agonist,Line 3,08-Aug-2024,2024,Team B,,46.03,286.00,48.40,8.24,98.93,7.01,142.30,81.95,92.11,Pass,0,No,0,None,None
B000570,GLP-1 Agonist,Line 1,03-Oct-2024,2024,Team D,21.12,38.28,279.00,36.00,7.19,99.41,6.93,136.40,88.24,92.10,Pass,0,No,0,None,None
B000767,Antidepressant,Line 2,22-Jun-2025,2025,Team B,21.49,40.11,330.00,53.10,6.73,98.75,6.80,122.60,86.30,92.10,Pass,0,No,0,None,None
B001829,AED,Line 3,07-Aug-2024,2024,Team A,22.96,41.69,343.00,36.30,6.91,99.34,6.89,146.40,86.50,92.10,Failed,1,No,0,None,None
B002019,COX-2 Inhibitor,Line 2,11-Jan-2025,2025,Team C,21.93,42.00,334.00,38.30,6.55,98.43,6.53,116.20,84.94,96.56,Pass,0,No,0,None,None
B000306,GLP-1 Agonist,Line 1,21-Jan-2025,2025,Team B,20.47,46.95,290.00,51.40,8.31,99.13,7.24,131.10,83.90,92.09,Pass,0,No,0,None,None
B000312,GLP-1 Agonist,Line 3,10-Jul-2025,2025,Team A,21.84,39.81,335.00,48.40,8.06,98.90,7.15,155.80,86.56,92.09,Pass,0,No,0,None,None
B001437,Antidepressant,Line 3,31-Mar-2024,2024,Team C,22.02,32.81,321.00,49.30,6.45,99.36,6.80,122.10,88.46,92.09,Pass,0,No,0,None,None
B001630,GLP-1 Agonist,Line 1,29-May-2024,2024,Team C,22.85,37.56,292.00,37.40,6.70,98.67,6.88,116.70,89.45,92.09,Pass,0,Yes,1,Process,Minor
B001637,GLP-1 Agonist,Line 2,27-Jun-2025,2025,Team A,20.93,,302.00,40.50,7.19,99.17,6.90,132.90,85.70,92.09,Pass,0,No,0,None,None
B002011,Antidepressant,Line 1,06-Sep-2024,2024,Team C,22.02,31.01,336.00,45.20,7.35,99.63,6.60,119.90,87.42,92.09,Pass,0,No,0,None,None
B002373,GLP-1 Agonist,Line 1,23-Oct-2024,2024,Team D,20.81,42.36,314.00,61.80,8.68,99.13,7.00,151.50,83.48,92.09,Pass,0,No,0,None,None
B002602,COX-2 Inhibitor,Line 1,09-May-2024,2024,Team B,21.46,40.02,317.00,42.10,6.45,99.18,6.60,108.90,92.06,96.60,Pass,0,No,0,None,None
B002628,GLP-1 Agonist,Line 3,04-Dec-2025,2025,Team C,20.87,37.11,266.00,51.10,8.30,99.11,6.98,150.60,84.93,92.09,Pass,0,No,0,None,None
B000171,GLP-1 Agonist,Line 3,05-Dec-2025,2025,Team C,21.34,37.02,278.00,48.50,7.96,99.55,6.84,135.20,85.62,92.08,Pass,0,No,0,None,None
B000437,Antidepressant,Line 1,03-Jul-2025,2025,Team B,21.09,41.30,304.00,37.20,7.09,99.59,6.72,117.90,85.56,92.08,Pass,0,No,0,None,None
B000938,Antidepressant,Line 2,04-Mar-2024,2024,Team D,22.92,41.82,312.00,38.80,6.60,98.80,6.64,133.40,87.25,92.08,Pass,0,No,0,None,None
B001450,Antidepressant,Line 1,14-Jul-2024,2024,Team B,22.56,34.99,339.00,49.30,8.44,99.02,6.70,140.20,87.97,92.08,Pass,0,No,0,None,None
B002306,GLP-1 Agonist,Line 2,17-Dec-2025,2025,Team D,21.67,31.36,301.00,40.90,7.60,99.14,7.01,157.30,85.48,92.08,Failed,1,No,0,None,None
B002923,Antidepressant,Line 3,16-Dec-2025,2025,Team A,23.74,42.01,334.00,37.70,7.25,99.07,6.85,121.60,91.55,92.08,Pass,0,Yes,1,Environmental,Minor
B000952,Antidepressant,Line 3,19-Oct-2025,2025,Team A,22.84,48.42,315.00,39.10,7.20,99.13,6.92,142.50,84.11,92.07,Pass,0,No,0,None,None
B002067,GLP-1 Agonist,Line 2,12-Dec-2025,2025,Team B,21.59,42.49,296.00,41.90,8.36,98.25,6.97,139.40,90.72,92.06,Pass,0,No,0,None,None
B002907,AED,Line 2,08-May-2024,2024,Team A,22.30,50.38,334.00,39.70,6.11,98.68,6.82,124.00,85.18,92.06,Pass,0,No,0,None,None
B002920,COX-2 Inhibitor,Line 1,28-Mar-2025,2025,Team C,22.22,41.37,330.00,36.20,5.98,99.64,6.83,109.30,85.98,96.60,Pass,0,No,0,None,None
B001527,GLP-1 Agonist,Line 3,02-Nov-2024,2024,Team D,22.44,40.85,293.00,50.60,8.19,98.48,6.92,132.20,84.63,92.05,Pass,0,No,0,None,None
B001717,GLP-1 Agonist,Line 2,30-Oct-2024,2024,Team C,21.64,36.43,283.00,43.70,8.04,98.85,6.97,145.70,84.78,92.05,Pass,0,Yes,1,Material,Major
B002123,Antidepressant,Line 2,15-Nov-2024,2024,Team D,23.31,42.27,321.00,52.10,7.89,99.25,6.66,133.60,86.51,92.05,Pass,0,No,0,None,None
B002559,GLP-1 Agonist,Line 3,11-Jan-2024,2024,Team B,21.90,43.68,326.00,51.10,8.68,98.82,7.18,132.50,86.54,92.05,Pass,0,No,0,None,None
B002651,AED,Line 3,04-Mar-2025,2025,Team C,22.15,39.50,310.00,53.30,8.05,98.62,,132.80,86.24,92.05,Pass,0,No,0,None,None
B002760,GLP-1 Agonist,Line 1,24-Dec-2024,2024,Team B,22.05,49.75,302.00,44.00,8.23,98.58,7.14,136.70,85.72,92.05,Pass,0,No,0,None,None
B000191,AED,Line 1,22-Nov-2025,2025,Team C,22.15,48.59,331.00,36.60,6.75,99.02,7.23,111.70,91.22,92.04,Pass,0,No,0,None,None
B001295,GLP-1 Agonist,Line 3,19-Dec-2025,2025,Team B,21.08,32.43,315.00,46.20,8.56,99.02,7.09,124.90,85.38,92.04,Pass,0,No,0,None,None
B001944,Antidepressant,Line 3,09-Aug-2025,2025,Team B,23.74,48.26,327.00,37.10,7.50,99.30,6.84,123.30,87.28,92.04,Failed,1,No,0,None,None
B002356,AED,Line 3,06-May-2025,2025,Team D,21.23,42.30,356.00,44.20,7.90,98.67,7.04,118.20,87.67,92.04,Pass,0,No,0,None,None
B002448,GLP-1 Agonist,Line 2,02-Jul-2025,2025,Team A,20.75,38.36,290.00,55.60,7.78,99.14,6.96,150.30,85.99,92.04,Pass,0,No,0,None,None
B002603,GLP-1 Agonist,Line 3,26-Nov-2025,2025,Team D,21.04,34.06,291.00,56.20,9.80,99.31,6.90,149.00,83.70,92.04,Pass,0,No,0,None,None
B002918,AED,Line 3,02-Jan-2024,2024,Team A,21.30,,351.00,34.80,6.59,98.76,7.05,129.50,86.94,92.04,Pass,0,No,0,None,None
B000113,GLP-1 Agonist,Line 3,18-Jan-2024,2024,Team D,20.43,51.63,320.00,44.90,8.06,98.87,7.10,127.80,83.70,92.03,Pass,0,No,0,None,None
B001354,GLP-1 Agonist,Line 1,02-Apr-2025,2025,Team B,21.17,38.56,292.00,55.70,7.82,99.09,6.88,156.60,84.51,92.03,Pass,0,No,0,None,None
B001789,AED,Line 1,01-Nov-2024,2024,Team A,21.68,41.16,301.00,49.90,6.30,99.05,7.07,152.90,87.04,92.03,Pass,0,No,0,None,None
B001943,GLP-1 Agonist,Line 2,16-Jun-2024,2024,Team D,21.40,29.25,244.00,51.90,7.55,98.57,6.70,142.80,86.64,92.03,Pass,0,No,0,None,None
B002028,GLP-1 Agonist,Line 1,02-Dec-2025,2025,Team C,20.71,41.52,318.00,32.90,7.62,98.74,6.86,120.20,86.42,92.03,Failed,1,No,0,None,None
B001426,GLP-1 Agonist,Line 2,03-May-2025,2025,Team B,21.14,45.21,292.00,41.10,7.35,98.80,6.92,142.00,86.66,92.02,Pass,0,No,0,None,None
B002065,GLP-1 Agonist,Line 3,28-Oct-2025,2025,Team B,20.52,41.99,308.00,45.00,8.20,99.13,6.98,,88.13,92.02,Pass,0,No,0,None,None
B002264,Antidepressant,Line 3,12-Jan-2025,2025,Team C,22.84,42.06,365.00,51.60,8.24,98.51,6.71,137.70,86.42,92.02,Pass,0,No,0,None,None
B002357,GLP-1 Agonist,Line 2,19-Aug-2025,2025,Team D,20.47,40.80,297.00,44.30,7.33,99.63,7.09,143.20,82.18,92.02,Pass,0,No,0,None,None
B002732,GLP-1 Agonist,Line 3,11-Dec-2024,2024,Team A,21.19,34.86,298.00,55.10,8.78,99.37,7.11,114.60,83.22,92.02,Failed,1,No,0,None,None
B001201,COX-2 Inhibitor,Line 1,29-Jul-2025,2025,Team C,22.82,44.63,300.00,35.80,5.68,99.19,6.93,101.50,85.84,96.61,Pass,0,No,0,None,None
B001895,GLP-1 Agonist,Line 3,30-Mar-2025,2025,Team D,21.10,39.10,305.00,50.80,7.90,99.07,6.79,130.30,86.20,92.01,Failed,1,No,0,None,None
B000323,GLP-1 Agonist,Line 3,02-May-2024,2024,Team A,21.86,42.26,306.00,50.20,7.83,98.58,7.23,133.80,82.32,92.00,Pass,0,No,0,None,None
B002745,GLP-1 Agonist,Line 3,27-Jul-2024,2024,Team D,20.83,46.09,325.00,53.40,8.00,98.70,6.90,141.90,86.88,92.00,Pass,0,No,0,None,None
B001250,AED,Line 3,21-Nov-2025,2025,Team A,21.87,55.31,333.00,41.20,8.59,99.11,6.99,133.10,84.94,91.99,Pass,0,No,0,None,None
B001577,AED,Line 3,19-Feb-2024,2024,Team C,21.83,47.85,319.00,39.30,7.05,99.25,7.05,128.40,86.67,91.99,Pass,0,Yes,1,Environmental,Minor
B001587,GLP-1 Agonist,Line 2,28-Jun-2025,2025,Team C,21.71,43.98,313.00,46.20,8.26,98.99,6.93,128.90,85.59,91.99,Pass,0,No,0,None,None
B002146,AED,Line 3,09-Aug-2025,2025,Team B,20.49,51.76,322.00,42.00,7.82,98.70,7.13,121.40,83.22,91.99,Pass,0,No,0,None,None
B002567,Antidepressant,Line 2,07-Apr-2024,2024,Team D,22.53,44.00,317.00,38.50,7.35,99.00,6.84,123.00,88.92,91.99,Pass,0,No,0,None,None
B002662,GLP-1 Agonist,Line 1,16-Feb-2024,2024,Team A,20.85,36.77,291.00,37.90,6.51,99.22,6.78,130.60,90.88,91.99,Pass,0,No,0,None,None
B002909,AED,Line 1,10-May-2025,2025,Team C,21.97,49.22,323.00,37.90,7.90,99.19,7.02,131.10,92.57,91.99,Pass,0,No,0,None,None
B000704,AED,Line 3,05-Sep-2025,2025,Team D,21.88,45.30,295.00,49.80,7.24,98.99,7.00,132.10,83.63,91.97,Pass,0,No,0,None,None
B001622,GLP-1 Agonist,Line 3,16-Oct-2025,2025,Team A,21.60,38.74,314.00,51.10,8.73,98.99,7.00,141.40,85.96,91.96,Failed,1,No,0,None,None
B001814,Antidepressant,Line 3,18-May-2024,2024,Team C,21.73,46.87,309.00,36.30,6.67,98.90,6.89,123.80,85.81,91.96,Pass,0,No,0,None,None
B002235,COX-2 Inhibitor,Line 3,07-Oct-2024,2024,Team B,23.14,47.98,324.00,41.60,7.51,98.84,6.82,126.50,90.77,96.61,Pass,0,No,0,None,None
B002554,AED,Line 1,23-Nov-2024,2024,Team B,21.87,46.04,328.00,43.30,6.40,98.47,7.03,121.90,84.92,91.95,Pass,0,No,0,None,None
B000243,Antidepressant,Line 3,24-Aug-2024,2024,Team C,23.07,44.44,284.00,37.50,6.79,98.91,6.94,128.80,91.59,91.94,Pass,0,No,0,None,None
B000430,AED,Line 3,19-Jul-2024,2024,Team A,21.42,38.69,347.00,54.50,8.11,99.14,6.73,155.10,84.34,91.94,Pass,0,No,0,None,None
B000562,Antidepressant,Line 2,11-Jul-2025,2025,Team D,22.31,40.64,317.00,36.80,7.74,99.34,6.84,116.10,88.92,91.94,Pass,0,Yes,1,Material,Major
B002960,AED,Line 1,01-Apr-2025,2025,Team D,20.96,34.99,307.00,32.10,8.19,98.81,6.88,110.30,83.63,91.94,Pass,0,No,0,None,None
B002994,GLP-1 Agonist,Line 3,03-Sep-2025,2025,Team B,21.67,36.26,307.00,48.10,8.04,98.75,6.92,139.80,89.52,91.94,Pass,0,No,0,None,None
B000249,GLP-1 Agonist,Line 3,22-Dec-2025,2025,Team D,20.76,29.83,326.00,46.80,7.80,99.03,6.84,149.20,82.74,91.93,Pass,0,No,0,None,None
B002910,COX-2 Inhibitor,Line 1,13-Dec-2024,2024,Team D,22.31,46.94,329.00,35.70,5.81,99.33,6.68,126.30,86.10,96.63,Pass,0,No,0,None,None
B001161,Antidepressant,Line 2,17-Mar-2025,2025,Team B,21.88,39.76,318.00,45.50,7.09,99.24,6.59,134.20,87.19,91.93,Pass,0,No,0,None,None
B001282,GLP-1 Agonist,Line 2,25-Jul-2024,2024,Team A,21.60,41.42,321.00,44.60,7.70,98.76,6.85,136.60,81.57,91.93,Pass,0,No,0,None,None
B001389,AED,Line 3,08-Sep-2025,2025,Team B,22.11,42.44,304.00,45.70,8.52,99.27,7.00,128.30,89.79,91.93,Pass,0,No,0,None,None
B002150,Antidepressant,Line 1,26-Nov-2025,2025,Team D,23.49,41.37,367.00,53.70,7.33,98.92,6.55,136.40,86.64,91.93,Pass,0,No,0,None,None
B002344,GLP-1 Agonist,Line 2,12-Sep-2024,2024,Team C,20.51,47.63,289.00,50.30,8.16,98.42,7.24,151.80,79.48,91.93,Pass,0,No,0,None,None
B002842,GLP-1 Agonist,Line 1,26-Oct-2024,2024,Team A,21.23,42.37,315.00,56.70,7.50,99.43,6.84,140.70,85.89,91.93,Pass,0,Yes,1,Material,Major
B000811,Antidepressant,Line 2,15-Sep-2024,2024,Team A,21.97,50.59,334.00,49.60,7.68,98.66,6.85,125.00,89.83,91.92,Pass,0,No,0,None,None
B000602,COX-2 Inhibitor,Line 1,22-May-2024,2024,Team A,24.51,46.57,358.00,44.60,7.00,99.13,7.05,125.20,85.34,96.70,Pass,0,No,0,None,None
B001546,GLP-1 Agonist,Line 1,13-Dec-2025,2025,Team B,21.07,29.77,280.00,52.50,7.12,,6.73,156.90,81.14,91.92,Pass,0,Yes,1,Process,Major
B000880,COX-2 Inhibitor,Line 2,31-Mar-2025,2025,Team C,23.32,41.75,353.00,32.20,5.84,99.28,6.74,117.80,95.44,96.70,Pass,0,No,0,None,None
B002211,AED,Line 2,16-Apr-2025,2025,Team B,21.86,43.09,323.00,35.90,7.24,98.94,6.79,111.90,86.95,91.92,Pass,0,No,0,None,None
B002749,GLP-1 Agonist,Line 3,09-Oct-2024,2024,Team B,20.88,49.60,301.00,49.60,8.56,98.67,7.19,145.40,85.72,91.92,Pass,0,No,0,None,None
B001069,Antidepressant,Line 3,29-Nov-2024,2024,Team C,21.42,38.79,341.00,50.40,7.43,99.24,6.78,135.20,86.81,91.91,Pass,0,No,0,None,None
B002593,COX-2 Inhibitor,Line 2,13-Dec-2024,2024,Team C,,39.30,369.00,38.50,6.01,99.70,6.48,130.10,87.38,96.74,Pass,0,No,0,None,None
B002952,COX-2 Inhibitor,Line 2,27-Feb-2024,2024,Team C,23.09,37.58,345.00,39.60,6.89,99.35,6.52,122.30,88.81,96.76,Pass,0,No,0,None,None
B000521,AED,Line 2,05-Sep-2025,2025,Team A,21.86,,341.00,43.40,7.18,98.98,7.35,127.60,88.00,91.90,Pass,0,No,0,None,None
B001046,GLP-1 Agonist,Line 1,23-Nov-2025,2025,Team A,20.45,39.73,315.00,39.80,7.05,98.63,7.03,148.50,87.08,91.90,Pass,0,No,0,None,None
B002347,AED,Line 3,28-Nov-2024,2024,Team A,20.77,39.34,280.00,50.40,7.80,99.33,6.87,147.40,88.20,91.90,Pass,0,No,0,None,None
B001096,GLP-1 Agonist,Line 1,15-Dec-2025,2025,Team C,20.33,35.69,303.00,56.90,7.21,98.51,7.07,151.90,85.90,91.89,Pass,0,No,0,None,None
B001822,GLP-1 Agonist,Line 1,16-May-2025,2025,Team C,20.20,27.70,258.00,54.50,8.49,98.85,6.85,159.30,85.49,91.89,Pass,0,Yes,1,Environmental,Minor
B001890,GLP-1 Agonist,Line 3,23-Sep-2025,2025,Team B,21.44,39.17,305.00,41.50,8.22,99.40,6.87,145.80,86.73,91.89,Failed,1,No,0,None,None
B002233,Antidepressant,Line 2,09-Jul-2025,2025,Team C,21.35,43.51,345.00,60.60,7.40,98.95,6.80,131.30,85.11,91.89,Pass,0,No,0,None,None
B002862,GLP-1 Agonist,Line 1,22-Mar-2025,2025,Team D,21.89,35.92,292.00,40.60,6.18,,7.04,128.00,87.06,91.89,Pass,0,No,0,None,None
B002878,GLP-1 Agonist,Line 1,15-Nov-2024,2024,Team A,21.27,41.64,325.00,51.70,7.47,98.44,6.94,146.80,87.94,91.89,Failed,1,No,0,None,None
B000198,AED,Line 1,22-Oct-2024,2024,Team C,20.12,37.54,348.00,41.20,7.04,98.85,6.81,130.90,86.65,91.88,Pass,0,No,0,None,None
B000517,GLP-1 Agonist,Line 2,30-Jul-2024,2024,Team D,21.40,33.88,283.00,51.60,7.74,98.70,7.04,142.70,82.75,91.88,Pass,0,No,0,None,None
B001586,AED,Line 3,01-Dec-2024,2024,Team C,22.27,34.42,309.00,57.50,7.31,98.88,6.89,136.30,81.06,91.88,Failed,1,No,0,None,None
B001945,AED,Line 2,14-Aug-2025,2025,Team C,23.15,,299.00,37.40,7.08,98.74,6.75,122.60,90.68,91.88,Pass,0,No,0,None,None
B002295,GLP-1 Agonist,Line 3,05-Apr-2024,2024,Team B,21.71,40.08,293.00,44.50,8.45,98.55,6.99,121.60,88.48,91.88,Pass,0,No,0,None,None
B000789,AED,Line 2,26-Oct-2025,2025,Team B,21.52,46.75,345.00,40.80,6.83,98.97,7.13,128.10,85.03,91.87,Pass,0,No,0,None,None
B001229,AED,Line 2,10-Nov-2025,2025,Team A,20.93,44.41,306.00,51.60,7.18,98.66,7.01,149.90,86.03,91.87,Pass,0,No,0,None,None
B002191,Antidepressant,Line 2,20-Aug-2024,2024,Team A,22.47,39.93,356.00,55.80,7.77,99.43,6.87,122.70,84.65,91.87,Pass,0,No,0,None,None
B000048,GLP-1 Agonist,Line 2,01-May-2024,2024,Team D,21.19,40.96,293.00,39.40,7.72,,6.87,127.30,85.11,91.86,Pass,0,No,0,None,None
B001076,GLP-1 Agonist,Line 2,25-Dec-2024,2024,Team C,21.59,36.72,330.00,55.60,8.34,98.48,6.94,130.20,83.32,91.86,Pass,0,No,0,None,None
B002299,Antidepressant,Line 1,10-Jan-2024,2024,Team B,22.92,48.02,308.00,41.10,7.93,98.74,6.89,130.60,84.27,91.86,Pass,0,No,0,None,None
B002381,AED,Line 1,26-Jul-2025,2025,Team B,22.62,51.17,299.00,53.00,7.40,98.86,7.06,130.70,87.50,91.86,Pass,0,No,0,None,None
B001690,GLP-1 Agonist,Line 3,31-Aug-2025,2025,Team C,22.23,37.03,302.00,53.50,8.56,99.01,6.59,146.80,82.49,91.85,Pass,0,No,0,None,None
B001699,AED,Line 2,09-Jan-2024,2024,Team B,22.84,45.63,335.00,51.60,7.63,99.13,6.71,138.70,83.29,91.85,Pass,0,No,0,None,None
B001807,Antidepressant,Line 2,15-Jan-2025,2025,Team D,22.22,39.99,325.00,32.30,7.06,98.98,6.80,130.00,90.61,91.85,Pass,0,No,0,None,None
B001831,GLP-1 Agonist,Line 2,02-Aug-2024,2024,Team D,21.06,36.96,296.00,54.90,7.20,98.37,7.10,132.80,80.88,91.85,Pass,0,No,0,None,None
B002088,GLP-1 Agonist,Line 2,13-Dec-2025,2025,Team A,22.69,41.02,299.00,49.10,7.29,99.58,7.10,144.60,84.96,91.85,Pass,0,No,0,None,None
B001886,GLP-1 Agonist,Line 3,23-Aug-2024,2024,Team C,20.03,47.68,284.00,56.70,8.30,98.74,6.93,139.50,83.82,91.84,Pass,0,No,0,None,None
B002161,GLP-1 Agonist,Line 3,28-Nov-2024,2024,Team D,22.13,45.91,295.00,49.10,7.70,99.13,7.01,141.90,84.07,91.84,Pass,0,No,0,None,None
B000186,COX-2 Inhibitor,Line 1,23-Aug-2025,2025,Team C,23.73,,334.00,37.90,7.03,99.11,6.63,102.30,91.15,96.78,Pass,0,No,0,None,None
B000845,Antidepressant,Line 3,16-Sep-2025,2025,Team C,22.40,43.93,313.00,50.60,6.91,99.16,6.94,135.70,83.02,91.83,Pass,0,No,0,None,None
B002311,AED,Line 2,07-Aug-2024,2024,Team A,22.49,38.48,318.00,41.90,7.50,99.03,6.93,128.20,89.00,91.83,Pass,0,No,0,None,None
B002519,GLP-1 Agonist,Line 1,08-Jun-2024,2024,Team B,20.67,48.12,298.00,57.20,7.58,99.17,7.03,134.40,85.17,91.83,Pass,0,No,0,None,None
B001360,Antidepressant,Line 3,13-Oct-2024,2024,Team B,22.34,50.60,294.00,51.40,7.58,98.91,6.96,130.90,84.99,91.82,Pass,0,No,0,None,None
B002439,GLP-1 Agonist,Line 3,27-Dec-2025,2025,Team A,21.85,45.42,330.00,51.00,7.86,98.46,7.07,143.80,82.19,91.82,Pass,0,No,0,None,None
B002456,GLP-1 Agonist,Line 2,19-Sep-2024,2024,Team B,19.88,42.27,281.00,55.30,8.64,99.51,6.79,148.30,84.80,91.82,Pass,0,No,0,None,None
